# x_m,y_m,w_tr_right_m,w_tr_left_m
4.6946,1.3130,1.2869,1.2960
4.6366,1.2551,1.2869,1.3531
4.5787,1.2551,1.3444,1.3531
4.5207,1.1971,1.3444,1.3531
4.4628,1.1392,1.2869,1.3531
4.4048,1.1392,1.2869,1.2960
4.3468,1.1392,1.2869,1.2960
4.2889,1.1392,1.2869,1.2960
4.2309,1.1392,1.2869,1.2960
4.1730,1.1392,1.2869,1.2960
4.1730,1.1392,1.2960,1.2960
4.1150,1.1392,1.2960,1.2960
4.0570,1.0812,1.2960,1.3531
3.9991,1.0812,1.3531,1.3531
3.9411,1.0232,1.3531,1.4102
3.8832,1.0232,1.3531,1.3531
3.8252,0.9653,1.2960,1.3531
3.7672,0.9653,1.2960,1.2960
3.7093,0.9653,1.2960,1.2960
3.6513,0.9653,1.2960,1.2960
3.5934,0.9653,1.2960,1.2960
3.5354,0.9653,1.2960,1.2960
3.4774,0.9653,1.2960,1.2960
3.4195,0.9073,1.2960,1.3531
3.3615,0.9073,1.3531,1.3531
3.3036,0.8494,1.3531,1.4102
3.2456,0.8494,1.3531,1.3531
3.1876,0.7914,1.2960,1.3531
3.1297,0.7914,1.2960,1.2960
3.0717,0.7914,1.2960,1.2960
3.0138,0.7914,1.2960,1.2960
2.9558,0.7914,1.2960,1.2960
2.8978,0.7914,1.2960,1.2960
2.8399,0.7914,1.2960,1.3076
2.7819,0.7334,1.2960,1.3642
2.7240,0.7334,1.3531,1.3642
2.6660,0.6755,1.3531,1.4209
2.6080,0.6755,1.3531,1.4209
2.5501,0.6755,1.3531,1.3642
2.4921,0.6175,1.2960,1.3642
2.4342,0.6175,1.2960,1.3076
2.3762,0.6175,1.2960,1.3076
2.3182,0.6175,1.2960,1.3076
2.2603,0.6175,1.2960,1.3076
2.2023,0.6175,1.2960,1.3076
2.1444,0.5596,1.2960,1.3642
2.0864,0.5596,1.3531,1.3642
2.0284,0.5016,1.3531,1.4209
1.9705,0.5016,1.3531,1.4209
1.9125,0.5016,1.3531,1.3642
1.8546,0.4436,1.2960,1.3642
1.7966,0.4436,1.2960,1.3076
1.7386,0.4436,1.2960,1.3076
1.6807,0.4436,1.2960,1.3076
1.6227,0.4436,1.2960,1.3076
1.5648,0.4436,1.2960,1.3076
1.5648,0.4436,1.3076,1.3076
1.5068,0.3857,1.3076,1.3642
1.4488,0.3857,1.3642,1.3642
1.3909,0.3277,1.3642,1.4209
1.3329,0.3277,1.3642,1.4209
1.2750,0.3277,1.3642,1.4209
1.2170,0.3277,1.3642,1.3642
1.1590,0.2698,1.3076,1.3642
1.1011,0.2698,1.3076,1.3076
1.0431,0.2698,1.3076,1.3076
0.9852,0.2698,1.3076,1.3076
0.9272,0.2698,1.3076,1.3076
0.8692,0.2118,1.3076,1.3642
0.8113,0.2118,1.3642,1.3642
0.7533,0.1538,1.3642,1.4209
0.6954,0.1538,1.3642,1.4209
0.6374,0.1538,1.3642,1.4209
0.5794,0.1538,1.3642,1.3642
0.5215,0.0959,1.3076,1.3642
0.4635,0.0959,1.3076,1.3076
0.4056,0.0959,1.3076,1.3076
0.3476,0.0959,1.3076,1.3076
0.2896,0.0959,1.3076,1.3076
0.2317,0.0379,1.3076,1.3642
0.1737,0.0379,1.3642,1.3777
0.1158,-0.0200,1.3642,1.4339
0.0578,-0.0200,1.3642,1.4339
-0.0002,-0.0200,1.3642,1.4339
-0.0581,-0.0200,1.3642,1.4339
-0.1161,-0.0200,1.3642,1.3777
-0.1740,-0.0780,1.3076,1.3777
-0.2320,-0.0780,1.3076,1.3217
-0.2900,-0.0780,1.3076,1.3217
-0.3479,-0.0780,1.3076,1.3217
-0.4059,-0.1360,1.3076,1.3777
-0.4638,-0.1360,1.3642,1.3777
-0.5218,-0.1939,1.3642,1.4339
-0.5798,-0.1939,1.3642,1.4339
-0.6377,-0.1939,1.3642,1.4339
-0.6957,-0.1939,1.3642,1.4339
-0.7536,-0.1939,1.3642,1.3777
-0.8116,-0.2519,1.3076,1.3777
-0.8696,-0.2519,1.3076,1.3217
-0.9275,-0.2519,1.3076,1.3217
-0.9855,-0.2519,1.3076,1.3217
-1.0434,-0.3098,1.3076,1.3777
-1.1014,-0.3098,1.3642,1.3777
-1.1014,-0.3678,1.3777,1.4339
-1.1594,-0.3678,1.3777,1.4339
-1.2173,-0.3678,1.3777,1.4339
-1.2753,-0.3678,1.3777,1.4339
-1.3332,-0.3678,1.3777,1.4339
-1.3912,-0.3678,1.3777,1.3777
-1.4492,-0.4258,1.3217,1.3777
-1.5071,-0.4258,1.3217,1.3217
-1.5651,-0.4258,1.3217,1.3217
-1.6230,-0.4837,1.3217,1.3777
-1.6810,-0.4837,1.3777,1.3777
-1.7390,-0.5417,1.3777,1.4339
-1.7969,-0.5417,1.3777,1.4339
-1.8549,-0.5417,1.3777,1.4339
-1.9128,-0.5417,1.3777,1.4339
-1.9708,-0.5417,1.3777,1.4339
-2.0288,-0.5417,1.3777,1.3777
-2.0867,-0.5996,1.3217,1.3777
-2.1447,-0.5996,1.3217,1.3217
-2.2026,-0.5996,1.3217,1.3217
-2.2606,-0.6576,1.3217,1.3777
-2.3186,-0.6576,1.3777,1.3777
-2.3765,-0.7156,1.3777,1.4339
-2.4345,-0.7156,1.3777,1.4490
-2.4924,-0.7156,1.3777,1.4490
-2.5504,-0.7156,1.3777,1.4490
-2.6084,-0.7156,1.3777,1.4490
-2.6663,-0.7156,1.3777,1.4490
-2.7243,-0.7156,1.3777,1.4490
-2.7822,-0.7156,1.3777,1.3935
-2.8402,-0.7735,1.3217,1.3935
-2.8982,-0.7735,1.3217,1.3381
-2.9561,-0.8315,1.3217,1.3935
-3.0141,-0.8315,1.3777,1.3935
-3.0720,-0.8894,1.3777,1.4490
-3.1300,-0.8894,1.3777,1.4490
-3.1880,-0.8894,1.3777,1.4490
-3.2459,-0.8894,1.3777,1.4490
-3.3039,-0.8894,1.3777,1.4490
-3.3618,-0.8894,1.3777,1.4490
-3.4198,-0.8894,1.3777,1.3935
-3.4778,-0.9474,1.3217,1.3935
-3.5357,-0.9474,1.3217,1.3381
-3.5937,-1.0054,1.3217,1.3935
-3.6516,-1.0054,1.3777,1.3935
-3.7096,-1.0633,1.3777,1.4490
-3.7096,-1.0633,1.3935,1.4490
-3.7676,-1.0633,1.3935,1.4490
-3.8255,-1.0633,1.3935,1.4490
-3.8835,-1.0633,1.3935,1.4490
-3.9414,-1.0633,1.3935,1.4490
-3.9994,-1.0633,1.3935,1.4490
-4.0574,-1.0633,1.3935,1.3935
-4.1153,-1.1213,1.3381,1.3935
-4.1733,-1.1792,1.3381,1.3935
-4.2312,-1.1792,1.3935,1.3935
-4.2892,-1.2372,1.3935,1.4490
-4.3472,-1.2372,1.3935,1.4490
-4.4051,-1.2372,1.3935,1.4490
-4.4631,-1.2372,1.3935,1.4490
-4.5210,-1.2372,1.3935,1.4490
-4.5790,-1.2372,1.3935,1.4490
-4.6370,-1.2372,1.3935,1.4490
-4.6949,-1.2372,1.3935,1.3935
-4.7529,-1.2952,1.3381,1.3935
-4.8108,-1.3531,1.3381,1.3935
-4.8688,-1.3531,1.3935,1.3935
-4.9268,-1.4111,1.3935,1.4490
-4.9847,-1.4111,1.3935,1.4490
-5.0427,-1.4111,1.3935,1.4490
-5.1006,-1.4111,1.3935,1.4663
-5.1586,-1.4111,1.3935,1.4663
-5.2166,-1.4111,1.3935,1.4663
-5.2745,-1.4111,1.3935,1.4663
-5.3325,-1.4111,1.3935,1.4663
-5.3904,-1.4111,1.3935,1.4114
-5.4484,-1.4690,1.3935,1.4114
-5.5064,-1.5270,1.3935,1.4114
-5.5643,-1.5850,1.3935,1.4663
-5.6223,-1.5850,1.3935,1.4663
-5.6802,-1.5850,1.3935,1.4663
-5.7382,-1.5850,1.3935,1.4663
-5.7962,-1.5850,1.3935,1.4663
-5.8541,-1.5850,1.3935,1.4663
-5.9121,-1.5850,1.3935,1.4663
-5.9700,-1.5850,1.3935,1.4663
-6.0280,-1.5850,1.3935,1.4114
-6.0860,-1.6429,1.3935,1.4114
-6.1439,-1.7009,1.3935,1.4114
-6.2019,-1.7588,1.3935,1.4663
-6.2598,-1.7588,1.3935,1.4663
-6.3178,-1.7588,1.3935,1.4663
-6.3758,-1.7588,1.3935,1.4663
-6.3758,-1.7588,1.4114,1.4663
-6.4337,-1.7588,1.4114,1.4663
-6.4917,-1.7588,1.4114,1.4663
-6.5496,-1.7588,1.4114,1.4663
-6.6076,-1.7588,1.4114,1.4663
-6.6656,-1.7588,1.4114,1.4114
-6.7235,-1.8168,1.4114,1.4114
-6.7815,-1.8748,1.4114,1.4114
-6.8394,-1.9327,1.4114,1.4663
-6.8974,-1.9327,1.4114,1.4663
-6.9554,-1.9327,1.4114,1.4663
-7.0133,-1.9327,1.4114,1.4663
-7.0713,-1.9327,1.4114,1.4663
-7.1292,-1.9327,1.4114,1.4663
-7.1872,-1.9327,1.4114,1.4663
-7.2452,-1.9327,1.4114,1.4663
-7.3031,-1.9327,1.4114,1.4663
-7.3611,-1.9907,1.4114,1.4663
-7.4190,-2.0486,1.4114,1.4663
-7.4770,-2.1066,1.4114,1.4663
-7.5350,-2.1066,1.4114,1.4663
-7.5929,-2.1066,1.4114,1.4663
-7.6509,-2.1066,1.4114,1.4663
-7.7088,-2.1066,1.4114,1.4856
-7.7668,-2.1066,1.4114,1.4856
-7.8248,-2.1066,1.4114,1.4856
-7.8827,-2.1066,1.4114,1.4856
-7.9407,-2.1066,1.4114,1.4856
-7.9986,-2.1066,1.4663,1.4856
-8.0566,-2.1646,1.4663,1.4856
-8.1146,-2.2225,1.4663,1.4856
-8.1725,-2.2805,1.4114,1.4856
-8.2305,-2.2805,1.4114,1.4856
-8.2884,-2.2805,1.4114,1.4856
-8.3464,-2.2805,1.4114,1.4856
-8.4044,-2.2805,1.4114,1.4856
-8.4623,-2.2805,1.4114,1.4856
-8.5203,-2.2805,1.4114,1.4856
-8.5782,-2.2805,1.4114,1.4856
-8.6362,-2.2805,1.4663,1.4856
-8.6942,-2.3384,1.4663,1.4856
-8.7521,-2.3964,1.4663,1.4856
-8.8101,-2.4544,1.4114,1.4856
-8.8680,-2.4544,1.4114,1.4856
-8.9260,-2.4544,1.4114,1.4856
-8.9840,-2.4544,1.4114,1.4856
-8.9840,-2.4544,1.4315,1.4856
-9.0419,-2.4544,1.4315,1.4856
-9.0999,-2.4544,1.4315,1.4856
-9.1578,-2.4544,1.4315,1.4856
-9.2158,-2.4544,1.4856,1.4856
-9.2738,-2.5123,1.4856,1.5400
-9.3317,-2.5703,1.4856,1.5400
-9.3897,-2.5703,1.4856,1.4856
-9.4476,-2.6282,1.4315,1.4856
-9.5056,-2.6282,1.4315,1.4856
-9.5636,-2.6282,1.4315,1.4856
-9.6215,-2.6282,1.4315,1.4856
-9.6795,-2.6282,1.4315,1.4856
-9.7374,-2.6282,1.4315,1.4856
-9.7954,-2.6282,1.4315,1.4856
-9.8534,-2.6282,1.4856,1.4856
-9.9113,-2.6862,1.4856,1.5400
-9.9693,-2.7442,1.4856,1.5400
-10.0272,-2.7442,1.4856,1.4856
-10.0852,-2.8021,1.4315,1.4856
-10.1432,-2.8021,1.4315,1.4856
-10.2011,-2.8021,1.4315,1.4856
-10.2591,-2.8021,1.4315,1.4856
-10.3170,-2.8021,1.4315,1.4856
-10.3750,-2.8021,1.4315,1.5070
-10.4330,-2.8021,1.4315,1.5070
-10.4909,-2.8021,1.4856,1.5070
-10.5489,-2.8601,1.4856,1.5606
-10.6068,-2.8601,1.5400,1.5606
-10.6648,-2.9180,1.4856,1.5606
-10.7228,-2.9180,1.4856,1.5070
-10.7807,-2.9760,1.4315,1.5070
-10.8387,-2.9760,1.4315,1.5070
-10.8966,-2.9760,1.4315,1.5070
-10.9546,-2.9760,1.4315,1.5070
-11.0126,-2.9760,1.4315,1.5070
-11.0705,-2.9760,1.4315,1.5070
-11.1285,-2.9760,1.4315,1.5070
-11.1864,-2.9760,1.4856,1.5070
-11.2444,-3.0340,1.4856,1.5606
-11.3024,-3.0340,1.5400,1.5606
-11.3603,-3.0919,1.4856,1.5606
-11.4183,-3.0919,1.4856,1.5070
-11.4762,-3.1499,1.4315,1.5070
-11.5342,-3.1499,1.4315,1.5070
-11.5922,-3.1499,1.4315,1.5070
-11.6501,-3.1499,1.4315,1.5070
-11.6501,-3.1499,1.4536,1.5070
-11.7081,-3.1499,1.4536,1.5070
-11.7660,-3.1499,1.5070,1.5070
-11.8240,-3.2078,1.5070,1.5606
-11.8820,-3.2078,1.5606,1.5606
-11.9399,-3.2078,1.5606,1.5606
-11.9979,-3.2658,1.5070,1.5606
-12.0558,-3.2658,1.5070,1.5070
-12.1138,-3.3238,1.4536,1.5070
-12.1718,-3.3238,1.4536,1.5070
-12.2297,-3.3238,1.4536,1.5070
-12.2877,-3.3238,1.4536,1.5070
-12.3456,-3.3238,1.4536,1.5070
-12.4036,-3.3238,1.5070,1.5070
-12.4616,-3.3817,1.5070,1.5606
-12.5195,-3.3817,1.5606,1.5606
-12.5775,-3.3817,1.5606,1.5606
-12.6354,-3.4397,1.5070,1.5606
-12.6934,-3.4397,1.5070,1.5070
-12.7514,-3.4976,1.4536,1.5070
-12.8093,-3.4976,1.4536,1.5070
-12.8673,-3.4976,1.4536,1.5070
-12.9252,-3.4976,1.4536,1.5070
-12.9832,-3.4976,1.4536,1.5302
-13.0412,-3.4976,1.5070,1.5302
-13.0991,-3.5556,1.5070,1.5831
-13.1571,-3.5556,1.5606,1.5831
-13.2150,-3.5556,1.5606,1.5831
-13.2730,-3.5556,1.5606,1.5831
-13.3310,-3.6136,1.5070,1.5831
-13.3889,-3.6136,1.5070,1.5302
-13.4469,-3.6715,1.4536,1.5302
-13.5048,-3.6715,1.4536,1.5302
-13.5628,-3.6715,1.4536,1.5302
-13.6208,-3.6715,1.4536,1.5302
-13.6787,-3.6715,1.5070,1.5302
-13.7367,-3.7295,1.5070,1.5831
-13.7946,-3.7295,1.5606,1.5831
-13.8526,-3.7295,1.5606,1.5831
-13.9106,-3.7295,1.5606,1.5831
-13.9685,-3.7874,1.5070,1.5831
-14.0265,-3.7874,1.5070,1.5302
-14.0844,-3.8454,1.4536,1.5302
-14.1424,-3.8454,1.4536,1.5302
-14.2004,-3.8454,1.4536,1.5302
-14.2583,-3.8454,1.4536,1.5302
-14.2583,-3.8454,1.5302,1.5302
-14.3163,-3.9034,1.5302,1.5831
-14.3742,-3.9034,1.5831,1.5831
-14.4322,-3.9034,1.5831,1.5831
-14.4902,-3.9034,1.5831,1.5831
-14.5481,-3.9034,1.5831,1.5831
-14.6061,-3.9613,1.5302,1.5831
-14.6640,-3.9613,1.5302,1.5302
-14.7220,-4.0193,1.4777,1.5302
-14.7800,-4.0193,1.4777,1.5302
-14.8379,-4.0193,1.4777,1.5302
-14.8959,-4.0193,1.4777,1.5302
-14.9538,-4.0193,1.5302,1.5302
-15.0118,-4.0772,1.5302,1.5831
-15.0698,-4.0772,1.5831,1.5831
-15.1277,-4.0772,1.5831,1.5831
-15.1857,-4.0772,1.5831,1.5831
-15.2436,-4.1352,1.5302,1.5831
-15.3016,-4.1352,1.5302,1.5302
-15.3596,-4.1932,1.4777,1.5302
-15.4175,-4.1932,1.4777,1.5302
-15.4755,-4.1932,1.4777,1.5302
-15.5334,-4.1932,1.4777,1.5302
-15.5914,-4.1932,1.5302,1.5552
-15.6494,-4.2511,1.5302,1.6073
-15.7073,-4.2511,1.5831,1.6073
-15.7653,-4.2511,1.5831,1.6073
-15.8232,-4.2511,1.5831,1.6073
-15.8812,-4.2511,1.5831,1.6073
-15.9392,-4.2511,1.5831,1.6073
-15.9971,-4.3091,1.5302,1.6073
-16.0551,-4.3091,1.5302,1.5552
-16.1130,-4.3670,1.4777,1.5552
-16.1710,-4.3670,1.4777,1.5552
-16.2290,-4.3670,1.5302,1.5552
-16.2869,-4.4250,1.5302,1.6073
-16.3449,-4.4250,1.5831,1.6073
-16.4028,-4.4250,1.5831,1.6073
-16.4608,-4.4250,1.5831,1.6073
-16.5188,-4.4250,1.5831,1.6073
-16.5767,-4.4250,1.5831,1.6073
-16.6347,-4.4830,1.5302,1.6073
-16.6926,-4.4830,1.5302,1.5552
-16.7506,-4.5409,1.4777,1.5552
-16.8086,-4.5409,1.4777,1.5552
-16.8665,-4.5409,1.5302,1.5552
-16.9245,-4.5989,1.5302,1.6073
-16.9245,-4.5989,1.6073,1.6073
-16.9824,-4.5989,1.6073,1.6073
-17.0404,-4.5989,1.6073,1.6073
-17.0984,-4.5989,1.6073,1.6073
-17.1563,-4.5989,1.6073,1.6073
-17.2143,-4.5989,1.6073,1.6073
-17.2722,-4.6568,1.5552,1.6073
-17.3302,-4.6568,1.5552,1.5552
-17.3882,-4.7148,1.5036,1.5552
-17.4461,-4.7148,1.5552,1.5552
-17.5041,-4.7728,1.5552,1.6073
-17.5620,-4.7728,1.6073,1.6073
-17.6200,-4.7728,1.6073,1.6073
-17.6780,-4.7728,1.6073,1.6073
-17.7359,-4.7728,1.6073,1.6073
-17.7939,-4.7728,1.6073,1.6073
-17.8518,-4.7728,1.6073,1.6073
-17.9098,-4.8307,1.5552,1.6073
-17.9678,-4.8307,1.5552,1.5552
-18.0257,-4.8887,1.5036,1.5552
-18.0837,-4.8887,1.5552,1.5552
-18.1416,-4.9466,1.5552,1.6073
-18.1996,-4.9466,1.6073,1.6073
-18.2576,-4.9466,1.6073,1.6332
-18.3155,-4.9466,1.6073,1.6332
-18.3735,-4.9466,1.6073,1.6332
-18.4314,-4.9466,1.6073,1.6332
-18.4894,-4.9466,1.6073,1.6332
-18.5474,-4.9466,1.6073,1.6332
-18.6053,-5.0046,1.5552,1.6332
-18.6633,-5.0046,1.5552,1.5820
-18.7212,-5.0626,1.5552,1.5820
-18.7792,-5.1205,1.5552,1.6332
-18.8372,-5.1205,1.6073,1.6332
-18.8951,-5.1205,1.6073,1.6332
-18.9531,-5.1205,1.6073,1.6332
-19.0110,-5.1205,1.6073,1.6332
-19.0690,-5.1205,1.6073,1.6332
-19.1270,-5.1205,1.6073,1.6332
-19.1849,-5.1205,1.6073,1.6332
-19.2429,-5.1785,1.5552,1.6332
-19.3008,-5.1785,1.5552,1.5820
-19.3588,-5.2364,1.5036,1.5820
-19.4168,-5.2364,1.5552,1.5820
-19.4747,-5.2944,1.5552,1.6332
-19.5327,-5.2944,1.6073,1.6332
-19.5327,-5.2944,1.6332,1.6332
-19.5906,-5.2944,1.6332,1.6332
-19.6486,-5.2944,1.6332,1.6332
-19.7066,-5.2944,1.6332,1.6332
-19.7645,-5.2944,1.6332,1.6332
-19.8225,-5.2944,1.6332,1.6332
-19.8804,-5.2944,1.6332,1.6332
-19.9384,-5.3524,1.5820,1.6332
-19.9964,-5.4103,1.5820,1.6332
-20.0543,-5.4683,1.5820,1.6332
-20.1123,-5.4683,1.6332,1.6332
-20.1702,-5.4683,1.6332,1.6332
-20.2282,-5.4683,1.6332,1.6332
-20.2862,-5.4683,1.6332,1.6332
-20.3441,-5.4683,1.6332,1.6332
-20.4021,-5.4683,1.6332,1.6332
-20.4600,-5.4683,1.6332,1.6332
-20.5180,-5.4683,1.6332,1.6332
-20.5760,-5.5262,1.5820,1.6332
-20.6339,-5.5842,1.5820,1.6332
-20.6919,-5.6422,1.5820,1.6332
-20.7498,-5.6422,1.6332,1.6332
-20.8078,-5.6422,1.6332,1.6332
-20.8658,-5.6422,1.6332,1.6607
-20.9237,-5.6422,1.6332,1.6607
-20.9817,-5.6422,1.6332,1.6607
-21.0396,-5.6422,1.6332,1.6607
-21.0976,-5.6422,1.6332,1.6607
-21.1556,-5.6422,1.6332,1.6607
-21.2135,-5.6422,1.6332,1.6607
-21.2715,-5.7001,1.6332,1.6607
-21.3294,-5.7581,1.6332,1.6607
-21.3874,-5.8160,1.6332,1.6607
-21.4454,-5.8160,1.6332,1.6607
-21.5033,-5.8160,1.6332,1.6607
-21.5613,-5.8160,1.6332,1.6607
-21.6192,-5.8160,1.6332,1.6607
-21.6772,-5.8160,1.6332,1.6607
-21.7352,-5.8160,1.6332,1.6607
-21.7931,-5.8160,1.6332,1.6607
-21.8511,-5.8160,1.6332,1.6607
-21.9090,-5.8740,1.6332,1.6607
-21.9670,-5.9320,1.6332,1.6607
-22.0250,-5.9899,1.6332,1.6607
-22.0829,-5.9899,1.6332,1.6607
-22.1409,-5.9899,1.6332,1.6607
-22.1988,-5.9899,1.6332,1.6607
-22.1988,-5.9899,1.6607,1.6607
-22.2568,-5.9899,1.6607,1.6607
-22.3148,-5.9899,1.6607,1.6607
-22.3727,-5.9899,1.6607,1.6607
-22.4307,-5.9899,1.6607,1.6607
-22.4886,-6.0479,1.6607,1.7115
-22.5466,-6.1058,1.6607,1.7115
-22.6046,-6.1638,1.6607,1.7115
-22.6625,-6.1638,1.6607,1.6607
-22.7205,-6.1638,1.6607,1.6607
-22.7784,-6.1638,1.6607,1.6607
-22.8364,-6.1638,1.6607,1.6607
-22.8944,-6.1638,1.6607,1.6607
-22.9523,-6.1638,1.6607,1.6607
-23.0103,-6.1638,1.6607,1.6607
-23.0682,-6.1638,1.6607,1.6607
-23.1262,-6.2218,1.6607,1.7115
-23.1842,-6.2797,1.6607,1.7115
-23.2421,-6.3377,1.6607,1.7115
-23.3001,-6.3377,1.6607,1.6607
-23.3580,-6.3377,1.6607,1.6607
-23.4160,-6.3377,1.6607,1.6607
-23.4740,-6.3377,1.6607,1.6607
-23.5319,-6.3377,1.6607,1.6898
-23.5899,-6.3377,1.6607,1.6898
-23.6478,-6.3377,1.6607,1.6898
-23.7058,-6.3377,1.6607,1.6898
-23.7638,-6.3377,1.6607,1.6898
-23.8217,-6.3956,1.6607,1.7398
-23.8797,-6.4536,1.6607,1.7398
-23.9376,-6.5116,1.6607,1.7398
-23.9956,-6.5116,1.6607,1.6898
-24.0536,-6.5116,1.6607,1.6898
-24.1115,-6.5116,1.6607,1.6898
-24.1695,-6.5116,1.6607,1.6898
-24.2274,-6.5116,1.6607,1.6898
-24.2854,-6.5116,1.6607,1.6898
-24.3434,-6.5116,1.6607,1.6898
-24.4013,-6.5116,1.6607,1.6898
-24.4593,-6.5695,1.6607,1.7398
-24.5172,-6.5695,1.7115,1.7398
-24.5752,-6.6275,1.7115,1.7398
-24.6332,-6.6854,1.6607,1.7398
-24.6911,-6.6854,1.6607,1.6898
-24.7491,-6.6854,1.6607,1.6898
-24.8070,-6.6854,1.6607,1.6898
-24.8070,-6.6854,1.6898,1.6898
-24.8650,-6.6854,1.6898,1.6898
-24.9230,-6.6854,1.6898,1.6898
-24.9809,-6.6854,1.6898,1.6898
-25.0389,-6.7434,1.6898,1.7398
-25.0968,-6.7434,1.7398,1.7398
-25.1548,-6.8014,1.7398,1.7902
-25.2128,-6.8014,1.7398,1.7398
-25.2707,-6.8593,1.6898,1.7398
-25.3287,-6.8593,1.6898,1.6898
-25.3866,-6.8593,1.6898,1.6898
-25.4446,-6.8593,1.6898,1.6898
-25.5026,-6.8593,1.6898,1.6898
-25.5605,-6.8593,1.6898,1.6898
-25.6185,-6.8593,1.6898,1.6898
-25.6764,-6.9173,1.6898,1.7398
-25.7344,-6.9173,1.7398,1.7398
-25.7924,-6.9752,1.7398,1.7902
-25.8503,-6.9752,1.7398,1.7398
-25.9083,-7.0332,1.6898,1.7398
-25.9662,-7.0332,1.6898,1.6898
-26.0242,-7.0332,1.6898,1.6898
-26.0822,-7.0332,1.6898,1.6898
-26.1401,-7.0332,1.6898,1.7203
-26.1981,-7.0332,1.6898,1.7203
-26.2560,-7.0332,1.6898,1.7203
-26.3140,-7.0912,1.6898,1.7694
-26.3720,-7.0912,1.7398,1.7694
-26.4299,-7.1491,1.7398,1.8191
-26.4879,-7.1491,1.7398,1.8191
-26.5458,-7.1491,1.7398,1.7694
-26.6038,-7.2071,1.6898,1.7694
-26.6618,-7.2071,1.6898,1.7203
-26.7197,-7.2071,1.6898,1.7203
-26.7777,-7.2071,1.6898,1.7203
-26.8356,-7.2071,1.6898,1.7203
-26.8936,-7.2071,1.6898,1.7203
-26.9516,-7.2650,1.6898,1.7694
-27.0095,-7.2650,1.7398,1.7694
-27.0675,-7.3230,1.7398,1.8191
-27.1254,-7.3230,1.7398,1.8191
-27.1834,-7.3230,1.7398,1.7694
-27.2414,-7.3810,1.6898,1.7694
-27.2993,-7.3810,1.6898,1.7203
-27.3573,-7.3810,1.6898,1.7203
-27.4152,-7.3810,1.6898,1.7203
-27.4732,-7.3810,1.6898,1.7203
-27.4732,-7.3810,1.7203,1.7203
-27.5312,-7.3810,1.7203,1.7203
-27.5891,-7.4389,1.7203,1.7694
-27.6471,-7.4389,1.7694,1.7694
-27.7050,-7.4969,1.7694,1.8191
-27.7630,-7.4969,1.7694,1.8191
-27.8210,-7.4969,1.7694,1.7694
-27.8789,-7.5548,1.7203,1.7694
-27.9369,-7.5548,1.7203,1.7203
-27.9948,-7.5548,1.7203,1.7203
-28.0528,-7.5548,1.7203,1.7203
-28.1108,-7.5548,1.7203,1.7203
-28.1687,-7.5548,1.7203,1.7203
-28.2267,-7.6128,1.7203,1.7694
-28.2846,-7.6128,1.7694,1.7694
-28.3426,-7.6708,1.7694,1.8191
-28.4006,-7.6708,1.7694,1.8191
-28.4585,-7.6708,1.7694,1.8191
-28.5165,-7.6708,1.7694,1.7694
-28.5744,-7.7287,1.7203,1.7694
-28.6324,-7.7287,1.7203,1.7203
-28.6904,-7.7287,1.7203,1.7203
-28.7483,-7.7287,1.7203,1.7203
-28.8063,-7.7287,1.7203,1.7523
-28.8642,-7.7867,1.7203,1.8005
-28.9222,-7.7867,1.7694,1.8005
-28.9802,-7.8446,1.7694,1.8493
-29.0381,-7.8446,1.7694,1.8493
-29.0961,-7.8446,1.7694,1.8493
-29.1540,-7.8446,1.7694,1.8493
-29.2120,-7.8446,1.7694,1.8005
-29.2700,-7.9026,1.7203,1.8005
-29.3279,-7.9026,1.7203,1.7523
-29.3859,-7.9026,1.7203,1.7523
-29.4438,-7.9026,1.7203,1.7523
-29.5018,-7.9606,1.7203,1.8005
-29.5598,-7.9606,1.7694,1.8005
-29.6177,-8.0185,1.7694,1.8493
-29.6757,-8.0185,1.7694,1.8493
-29.7336,-8.0185,1.7694,1.8493
-29.7916,-8.0185,1.7694,1.8493
-29.8496,-8.0185,1.7694,1.8005
-29.9075,-8.0765,1.7203,1.8005
-29.9655,-8.0765,1.7203,1.7523
-30.0234,-8.0765,1.7203,1.7523
-30.0814,-8.0765,1.7203,1.7523
-30.0814,-8.1344,1.7523,1.8005
-30.1394,-8.1344,1.8005,1.8005
-30.1973,-8.1924,1.8005,1.8493
-30.2553,-8.1924,1.8005,1.8493
-30.3132,-8.1924,1.8005,1.8493
-30.3712,-8.1924,1.8005,1.8493
-30.4292,-8.1924,1.8005,1.8493
-30.4871,-8.1924,1.8005,1.8005
-30.5451,-8.2504,1.7523,1.8005
-30.6030,-8.2504,1.7523,1.7523
-30.6610,-8.2504,1.7523,1.7523
-30.7190,-8.3083,1.7523,1.8005
-30.7769,-8.3083,1.8005,1.8005
-30.8349,-8.3663,1.8005,1.8493
-30.8928,-8.3663,1.8005,1.8493
-30.9508,-8.3663,1.8005,1.8493
-31.0088,-8.3663,1.8005,1.8493
-31.0667,-8.3663,1.8005,1.8493
-31.1247,-8.3663,1.8005,1.8005
-31.1826,-8.4242,1.7523,1.8005
-31.2406,-8.4242,1.7523,1.7523
-31.2986,-8.4242,1.7523,1.7523
-31.3565,-8.4242,1.7523,1.7523
-31.4145,-8.4822,1.7523,1.8329
-31.4724,-8.4822,1.8005,1.8329
-31.5304,-8.5402,1.8005,1.8808
-31.5884,-8.5402,1.8005,1.8808
-31.6463,-8.5402,1.8005,1.8808
